Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
references/D5/Parks8k_GCA_002429895_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.14	51.77	72.93	DJBD01000126.1 TPA_asm: Pseudomonas stutzeri isolate UBA5985 UBA5985_contig_1002, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002346755_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.13	50.73	72.82	DDYX01000074.1 TPA_asm: Pseudomonas stutzeri isolate UBA3023 UBA3023_contig_102, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002365055_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.12	56.30	81.31	DEYY01000004.1 TPA_asm: Pseudomonas stutzeri isolate UBA3146 UBA3146_contig_14, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002307985_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.12	49.91	80.85	DBUQ01000036.1 TPA_asm: Pseudomonas stutzeri isolate UBA1286 UBA1286_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002455935_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.12	53.99	81.14	DKLV01000021.1 TPA_asm: Pseudomonas stutzeri isolate UBA6631 UBA6631_contig_100, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002479445_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.11	54.97	76.00	DLNL01000091.1 TPA_asm: Pseudomonas stutzeri isolate UBA7511 UBA7511_contig_1005, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002477385_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.10	54.78	81.98	DLPM01000040.1 TPA_asm: Pseudomonas stutzeri isolate UBA7458 UBA7458_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002415415_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.09	53.10	80.27	DHYC01000010.1 TPA_asm: Pseudomonas stutzeri isolate UBA5140 UBA5140_contig_108, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002362755_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.07	57.19	79.90	DEVE01000009.1 TPA_asm: Pseudomonas stutzeri isolate UBA3244 UBA3244_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002473225_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.06	55.05	82.33	DKTB01000012.1 TPA_asm: Pseudomonas stutzeri isolate UBA7241 UBA7241_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002295365_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.06	55.33	70.04	DBGD01000035.1 TPA_asm: Pseudomonas stutzeri isolate UBA863 UBA863_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002337845_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.05	52.96	80.39	DDGX01000051.1 TPA_asm: Pseudomonas stutzeri isolate UBA1891 UBA1891_contig_102, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002365145_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.05	56.02	78.58	DEZH01000041.1 TPA_asm: Pseudomonas stutzeri isolate UBA3137 UBA3137_contig_100, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002362825_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.04	55.20	83.43	DEVI01000016.1 TPA_asm: Pseudomonas stutzeri isolate UBA3240 UBA3240_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002484245_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.04	54.26	72.07	DLJL01000101.1 TPA_asm: Pseudomonas stutzeri isolate UBA7617 UBA7617_contig_1005, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002389115_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.03	39.26	33.45	DGNW01000003.1 TPA_asm: Pseudomonas stutzeri isolate UBA4482 UBA4482_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002388145_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.02	53.23	76.98	DGLX01000012.1 TPA_asm: Pseudomonas stutzeri isolate UBA4533 UBA4533_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002346465_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.02	51.85	79.10	DDZQ01000017.1 TPA_asm: Pseudomonas stutzeri isolate UBA3004 UBA3004_contig_111, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002387945_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.00	51.84	81.10	DGLL01000021.1 TPA_asm: Pseudomonas stutzeri isolate UBA4545 UBA4545_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002439525_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	98.00	55.23	77.92	DJUP01000015.1 TPA_asm: Pseudomonas stutzeri isolate UBA6279 UBA6279_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002389165_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.99	49.72	78.49	DGNY01000046.1 TPA_asm: Pseudomonas stutzeri isolate UBA4480 UBA4480_contig_104, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002418345_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.97	53.49	78.03	DIDW01000070.1 TPA_asm: Pseudomonas stutzeri isolate UBA5790 UBA5790_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002378365_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.97	51.26	79.99	DFRV01000015.1 TPA_asm: Pseudomonas stutzeri isolate UBA3454 UBA3454_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002483545_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.97	53.16	70.48	DLIC01000005.1 TPA_asm: Pseudomonas stutzeri isolate UBA7652 UBA7652_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002388065_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.96	51.58	81.07	DGLT01000016.1 TPA_asm: Pseudomonas stutzeri isolate UBA4537 UBA4537_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002365475_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.96	54.83	81.57	DFAE01000015.1 TPA_asm: Pseudomonas stutzeri isolate UBA3114 UBA3114_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002339875_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.95	53.30	78.17	DDLL01000021.1 TPA_asm: Pseudomonas stutzeri isolate UBA2573 UBA2573_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002451245_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.95	52.90	59.00	DKBQ01000087.1 TPA_asm: Pseudomonas stutzeri isolate UBA6896 UBA6896_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002314405_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.94	53.56	77.53	DCFJ01000018.1 TPA_asm: Pseudomonas stutzeri isolate UBA1807 UBA1807_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002321095_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.93	55.39	75.21	DCLO01000170.1 TPA_asm: Pseudomonas stutzeri isolate UBA1646 UBA1646_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002311715_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.91	53.92	66.90	DBZB01000296.1 TPA_asm: Pseudomonas stutzeri isolate UBA1171 UBA1171_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002315115_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.90	50.49	74.89	DCFG01000025.1 TPA_asm: Pseudomonas stutzeri isolate UBA1810 UBA1810_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002425655_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.89	50.56	69.91	DIMQ01000010.1 TPA_asm: Pseudomonas stutzeri isolate UBA5562 UBA5562_contig_16, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002341925_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.87	50.52	71.25	DDOY01000095.1 TPA_asm: Pseudomonas stutzeri isolate UBA2482 UBA2482_contig_1000, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002335105_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.85	50.08	77.76	DDCP01000019.1 TPA_asm: Pseudomonas stutzeri isolate UBA2003 UBA2003_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002296595_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.85	53.47	80.27	DBIG01000033.1 TPA_asm: Pseudomonas stutzeri isolate UBA808 UBA808_contig_103, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002320895_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.84	53.40	80.33	DCLE01000012.1 TPA_asm: Pseudomonas stutzeri isolate UBA1656 UBA1656_contig_1052, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002479285_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.82	53.47	79.38	DLMK01000045.1 TPA_asm: Pseudomonas stutzeri isolate UBA7538 UBA7538_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002434415_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.81	53.62	76.51	DJJY01000091.1 TPA_asm: Pseudomonas stutzeri isolate UBA6556 UBA6556_contig_101, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002424945_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.80	54.49	70.46	DILH01000079.1 TPA_asm: Pseudomonas stutzeri isolate UBA5597 UBA5597_contig_1015, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002420805_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.78	44.52	42.37	DIIV01000036.1 TPA_asm: Pseudomonas stutzeri isolate UBA5661 UBA5661_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002294535_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.78	51.46	77.13	DBEO01000076.1 TPA_asm: Pseudomonas stutzeri isolate UBA904 UBA904_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002440565_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.71	53.58	80.63	DJUT01000019.1 TPA_asm: Pseudomonas stutzeri isolate UBA6275 UBA6275_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002378825_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.69	54.83	76.94	DFRW01000028.1 TPA_asm: Pseudomonas stutzeri isolate UBA3453 UBA3453_contig_10, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002338285_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.69	53.76	77.33	DDHY01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA1864 UBA1864_contig_1021, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002339845_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.67	54.27	76.40	DDLE01000037.1 TPA_asm: Pseudomonas stutzeri isolate UBA2580 UBA2580_contig_104, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002358195_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.67	49.94	54.32	DEOM01000085.1 TPA_asm: Pseudomonas stutzeri isolate UBA3418 UBA3418_contig_1025, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002425495_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.66	49.54	69.35	DIMJ01000040.1 TPA_asm: Pseudomonas stutzeri isolate UBA5569 UBA5569_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002440495_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.66	45.92	57.82	DJUH01000022.1 TPA_asm: Pseudomonas stutzeri isolate UBA6287 UBA6287_contig_106, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002345265_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.66	50.15	76.49	DDVK01000030.1 TPA_asm: Pseudomonas stutzeri isolate UBA2314 UBA2314_contig_107, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002387165_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.63	48.77	51.78	DGKY01000014.1 TPA_asm: Pseudomonas stutzeri isolate UBA4558 UBA4558_contig_1008, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002429975_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.59	47.00	56.33	DJBH01000114.1 TPA_asm: Pseudomonas stutzeri isolate UBA5981 UBA5981_contig_1004, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
references/D5/Parks8k_GCA_002421085_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	97.56	52.01	74.08	DIJH01000035.1 TPA_asm: Pseudomonas stutzeri isolate UBA5649 UBA5649_contig_1, whole genome shotgun sequence	DBBI01000055.1 TPA_asm: Pseudomonas stutzeri isolate UBA988 UBA988_contig_1014, whole genome shotgun sequence
